gene_stable_id,name,chr,start,stop,biotype,FDR,log2FC,p,GFP1,GFP2,GFP3,WT1,WT2,WT3,effect,-log(p)
ENSG00000109861,CTSC,11,88293591,88337761,protein_coding,9.71015e-19,-1.21567,2.5108099999999998e-20,13.3422,14.7832,12.2973,4.46807,4.97863,4.47004,down,45.131096449633276
ENSG00000232721,AC239800.2,1,143736065,143739506,lincRNA,0.00422426,-1.21547,0.000870514,3.60826,4.61057,4.53983,1.29979,1.85713,1.2438,down,7.04642671617427
ENSG00000159055,MIS18A,21,32268227,32279049,protein_coding,9.53704e-14,-1.21299,3.68346e-15,41.0741,47.356,43.8142,15.7429,15.0519,14.7337,down,33.23492386706605
ENSG00000120334,CENPL,1,173799549,173824720,protein_coding,0.000201846,-1.21164,2.98674e-05,6.06726,9.34903,8.30362,2.21205,3.28153,2.69405,down,10.418742973381505
ENSG00000179820,MYADM,19,53864762,53876435,protein_coding,0.000217668,-1.20436,3.25876e-05,4.44243,5.12942,4.23403,1.6608,1.74847,1.38237,down,10.331578710048065
ENSG00000110660,SLC35F2,11,107790990,107928293,protein_coding,3.61929e-08,-1.2028,2.63225e-09,11.6576,11.8891,10.5597,4.09172,4.5385,3.23778,down,19.755426843191678
ENSG00000170312,CDK1,10,60778330,60794852,protein_coding,3.42393e-29,-1.20203,5.26724e-31,76.4359,87.1056,81.8349,26.7899,31.3515,27.1339,down,69.71863137661602
ENSG00000168078,PBK,8,27809623,27838082,protein_coding,5.40221e-15,-1.20146,1.88137e-16,35.7117,35.0613,37.691,11.2152,13.7549,12.7491,down,36.2093612530486
ENSG00000280148,AL049844.3,6,143857317,143938471,protein_coding,0.0405382,-1.20131,0.0119205,4.0749,5.08683,4.14903,1.4941,1.04865,2.05296,down,4.42949567191593
ENSG00000142227,EMP3,19,48321508,48330553,protein_coding,0.00021345,-1.20022,3.19141e-05,12.2786,14.0104,12.8508,4.47967,5.47075,3.69315,down,10.352462639559878
ENSG00000060982,BCAT1,12,24810023,24949101,protein_coding,4.0906999999999996e-39,-1.19712,4.17747e-41,24.0311,25.6318,24.9801,8.8398,9.22625,7.95789,down,92.97628301262279
ENSG00000133121,STARD13,13,33103136,33350630,protein_coding,0.00137709,-1.19275,0.000250069,1.89031,2.06138,1.78523,0.61609,0.720683,0.670172,down,8.29377367818302
ENSG00000144331,ZNF385B,2,179441981,179861612,protein_coding,7.81525e-09,-1.19002,5.13138e-10,9.34568,9.5401,9.16108,3.75303,3.264,2.80262,down,21.39047630108541
ENSG00000187193,MT1X,16,56682469,56684196,protein_coding,2.64778e-05,-1.18963,3.20487e-06,26.1521,32.4213,31.6061,9.58891,11.1046,10.8698,down,12.650839030036751
ENSG00000238142,BX284668.5,1,16888537,16889649,lincRNA,0.025523,-1.1877,0.00689419,13.5001,14.4636,16.4683,5.37772,5.14693,5.03809,down,4.977076251069966
ENSG00000146426,TIAM2,6,154832696,155257723,protein_coding,3.10127e-07,-1.18737,2.58642e-08,4.18948,4.66823,3.75169,1.55074,1.26296,1.59809,down,17.470406063797224
ENSG00000259711,AC106738.1,16,54934912,54954665,lincRNA,0.194488,-1.18097,0.0810367,8.49033,8.77137,9.02064,2.07537,3.64156,3.56456,not significant,2.512853140502603
ENSG00000109099,PMP22,17,15229776,15265326,protein_coding,1.07278e-13,-1.1801,4.17847e-15,31.9363,31.3379,34.5392,12.5352,11.076,10.8418,down,33.108831244087014
ENSG00000005249,PRKAR2B,7,107044704,107161811,protein_coding,9.16131e-06,-1.17793,1.00933e-06,7.43623,7.32671,7.02285,2.35629,2.26805,3.05263,down,13.806223813572542
ENSG00000112297,CRYBG1,6,106360807,106571978,protein_coding,3.0557699999999997e-21,-1.17376,6.80127e-23,11.2216,11.7174,13.125,4.37937,4.48663,3.90648,down,51.04234777941346
ENSG00000156030,ELMSAN1,14,73715121,73790285,protein_coding,0.00011899,-1.17268,1.66225e-05,2.15436,2.69589,2.64355,0.712038,1.09321,0.856073,down,11.0047533586698
ENSG00000198429,ZNF69,19,11887783,11914329,protein_coding,0.0656605,-1.16919,0.0211647,2.59982,2.05917,1.47318,0.508399,0.713651,0.960521,not significant,3.8554205794541434
ENSG00000228727,SAPCD1,6,31762995,31764851,protein_coding,0.108138,-1.16762,0.0389271,4.15943,5.72948,5.00846,2.16902,1.4272,1.67643,not significant,3.2460646128136577
ENSG00000183691,NOG,17,56593698,56595590,protein_coding,8.39427e-07,-1.16671,7.57221e-08,20.4061,17.0594,19.8264,4.98806,7.87708,7.57525,down,16.39619577723392
ENSG00000101871,MID1,X,10445309,10833654,protein_coding,7.56057e-10,-1.16558,4.3356e-11,5.27069,5.93754,5.48075,1.78178,2.30873,1.86443,down,23.861576013975046
ENSG00000170540,ARL6IP1,16,18791668,18801572,protein_coding,1.43667e-22,-1.16499,2.9907100000000004e-24,53.2716,67.172,59.8271,21.6863,22.6227,19.8993,down,54.16653141444925
ENSG00000186020,ZNF529,19,36534773,36605276,protein_coding,0.0123999,-1.16228,0.00296792,1.38848,2.08225,1.71314,0.613109,0.553265,0.676958,down,5.819893908218171
ENSG00000272440,AC080013.6,3,158695366,158695581,lincRNA,0.300017,-1.15893,0.143331,7.08843,9.7641,16.3176,4.62052,4.86445,2.38079,not significant,1.9425986381649116
ENSG00000179041,RRS1,8,66429013,66430733,protein_coding,1.18821e-07,-1.15877,9.36508e-09,25.1049,21.359,28.0851,10.6849,7.75271,8.18397,down,18.48627795864157
ENSG00000013810,TACC3,4,1712890,1745176,protein_coding,1.0255e-16,-1.15753,3.0813400000000004e-18,26.8615,25.6786,28.0066,8.89476,10.9128,9.09414,down,40.321167106585584
ENSG00000196247,ZNF107,7,64666082,64711582,protein_coding,0.000149803,-1.15619,2.14368e-05,2.65989,3.55401,2.75068,0.832235,1.24124,1.14352,down,10.750401486632462
ENSG00000272398,CD24,6,106969830,106975627,protein_coding,2.1335399999999998e-49,-1.15308,1.4804599999999998e-51,148.314,137.798,148.892,54.1564,52.3787,49.7582,down,117.03948689240117
ENSG00000198885,ITPRIPL1,2,96325330,96330517,protein_coding,2.29129e-05,-1.1504,2.73137e-06,5.02326,5.81003,5.45304,1.97529,2.36059,1.54045,down,12.810707243140891
ENSG00000173638,SLC19A1,21,45493571,45573365,protein_coding,0.000110117,-1.14876,1.52748e-05,2.26516,2.4543,2.3773,0.945334,0.654015,0.946362,down,11.089306146282022
ENSG00000156876,SASS6,1,100083562,100132955,protein_coding,1.79905e-10,-1.14828,9.72776e-12,13.8619,16.0256,14.6576,4.64693,6.31916,5.12136,down,25.356037462061703
ENSG00000099194,SCD,10,100347232,100364826,protein_coding,1.43125e-40,-1.14793,1.34917e-42,54.3357,53.0324,52.9959,19.2243,20.289,18.3473,down,96.40908431719052
ENSG00000274641,HIST1H2BO,6,27893462,27893843,protein_coding,0.419979,-1.14785,0.23088,6.00005,5.50992,1.41663,1.95553,1.37251,1.34349,not significant,1.4658571839565764
ENSG00000113356,POLR3G,5,90471747,90514557,protein_coding,6.41657e-05,-1.14589,8.41345e-06,6.18748,5.08774,5.76898,1.97546,1.94977,2.22663,down,11.685678942177544
ENSG00000165304,MELK,9,36572861,36677683,protein_coding,3.87574e-14,-1.1454,1.45756e-15,31.1628,35.0443,30.9382,11.1889,13.4623,10.501,down,34.1620125901347
ENSG00000102384,CENPI,X,101098217,101163681,protein_coding,5.26707e-07,-1.14075,4.59265e-08,8.22965,7.59113,8.3065,2.58641,3.20703,2.96153,down,16.89622354442978
ENSG00000101224,CDC25B,20,3786771,3806121,protein_coding,3.9192e-18,-1.13903,1.04933e-19,27.7815,26.9156,28.9047,11.266,9.75218,9.28797,down,43.70096490162494
ENSG00000271576,AL359504.2,1,84076330,84077931,lincRNA,0.0632448,-1.13802,0.0202494,3.80765,3.76979,4.21405,1.70636,1.95975,0.639438,not significant,3.8996301154981845
ENSG00000163513,TGFBR2,3,30606501,30694142,protein_coding,0.00358778,-1.13173,0.00072526,3.23982,2.78922,2.58164,1.3199,0.83375,0.979344,down,7.2289803467089735
ENSG00000000460,C1orf112,1,169662006,169854080,protein_coding,4.39411e-07,-1.13144,3.76243e-08,7.12107,6.97813,7.95528,2.7134,2.96444,2.37417,down,17.095615718701602
ENSG00000167635,ZNF146,19,36214601,36238774,protein_coding,5.41305e-13,-1.12861,2.26075e-14,19.2955,22.5195,19.941,6.56779,9.016,7.03374,down,31.420494685278186
ENSG00000153162,BMP6,6,7726098,7881728,protein_coding,0.0221247,-1.12828,0.00583895,1.74526,2.56585,2.71009,0.918853,0.898264,0.743998,down,5.143204292827522
ENSG00000272308,AC104113.1,5,60866456,60866935,lincRNA,0.458494,-1.12764,0.261422,2.65138,3.28697,2.81699,0.518482,1.63756,1.06862,not significant,1.3416193191299355
ENSG00000158715,SLC45A3,1,205657850,205680509,protein_coding,0.00891951,-1.12708,0.00203311,2.77148,3.40491,3.89959,1.61125,1.07947,0.981173,down,6.198188638568977
ENSG00000214226,C17orf67,17,56791912,56838773,protein_coding,0.0847224,-1.12585,0.02869,2.2445,4.37994,2.25221,1.21921,1.41193,0.628216,not significant,3.5512066489888636
ENSG00000164221,CCDC112,5,115267189,115296693,protein_coding,1.33574e-05,-1.12247,1.52058e-06,9.58828,10.8062,12.2246,3.32387,3.40962,5.18194,down,13.396418716941453
ENSG00000157557,ETS2,21,38805306,38824955,protein_coding,1.38106e-17,-1.12214,3.85134e-19,26.3209,29.2928,27.7849,9.4437,9.41898,11.667,down,42.400695627195155
ENSG00000040633,PHF23,17,7235028,7239722,protein_coding,1.0883e-07,-1.11715,8.51348e-09,16.9074,14.842,14.8484,5.73342,5.9355,5.51457,down,18.581615047280685
ENSG00000104147,OIP5,15,41309272,41332591,protein_coding,7.038e-12,-1.11538,3.30799e-13,52.8731,55.7157,62.692,19.8517,22.4236,20.884,down,28.737265454740324
ENSG00000138587,MNS1,15,56421543,56465137,protein_coding,6.285310000000001e-18,-1.11476,1.71163e-19,65.5651,68.3818,71.7874,21.5321,24.9872,29.2497,down,43.21167063402026
ENSG00000143850,PLEKHA6,1,204218852,204377665,protein_coding,8.2104e-05,-1.11382,1.10665e-05,2.43962,3.102,3.15693,0.948028,1.19125,1.07152,down,11.411588031064312
ENSG00000139197,PEX5,12,7188684,7218574,protein_coding,0.00854099,-1.11297,0.00193294,2.71234,2.96695,1.97767,0.676002,1.31389,0.857404,down,6.248713119072143
ENSG00000166250,CLMP,11,123069871,123195248,protein_coding,1.63748e-12,-1.11015,7.22482e-14,15.3451,15.8009,17.1617,7.15643,5.55975,5.13701,down,30.2586689817233
ENSG00000119787,ATL2,2,38293953,38377285,protein_coding,1.73891e-11,-1.10811,8.45777e-13,12.7027,14.1945,13.441,4.56251,5.76406,4.64957,down,27.79852066343192
ENSG00000164338,UTP15,5,73565442,73583380,protein_coding,8.09043e-05,-1.10445,1.08942e-05,3.89739,4.07268,4.14083,1.40164,1.7062,1.39929,down,11.427280020441735
ENSG00000128283,CDC42EP1,22,37560479,37569405,protein_coding,0.000332412,-1.10325,5.16592e-05,8.20007,7.95495,8.39352,2.44442,4.22048,2.51905,down,9.87084225628563
ENSG00000250510,GPR162,12,6821623,6829972,protein_coding,0.0559631,-1.10157,0.0174235,2.14309,2.7916,2.37594,0.911052,0.767319,1.03275,not significant,4.0499354092546955
ENSG00000056998,GYG2,X,2828821,2882820,protein_coding,5.8625e-23,-1.10099,1.1935300000000002e-24,43.2205,41.564,45.6878,16.6044,16.8057,15.2019,down,55.085126929222085
ENSG00000205208,C4orf46,4,158666674,158672255,protein_coding,0.000372298,-1.09881,5.84671e-05,5.50049,6.14963,6.64462,2.65224,1.70638,2.42952,down,9.747046355091209
ENSG00000091127,PUS7,7,105439660,105522271,protein_coding,1.27613e-05,-1.09708,1.44689e-06,7.06162,8.93311,9.64633,3.31137,2.96697,3.26726,down,13.446094132554924
ENSG00000138764,CCNG2,4,77157206,77433388,protein_coding,0.00496854,-1.09574,0.00104373,1.7509,2.65018,2.07657,0.756445,0.754465,0.902625,down,6.8649544436594425
ENSG00000172348,RCAN2,6,46220735,46491972,protein_coding,1.00371e-12,-1.09318,4.33654e-14,22.581,22.8336,19.6294,8.89842,8.4525,7.0327,down,30.769114506788213
ENSG00000163507,CIP2A,3,108549863,108589644,protein_coding,4.34501e-07,-1.09158,3.7147e-08,10.723,10.9521,10.616,3.39556,3.44939,5.21815,down,17.10838282274461
ENSG00000101849,TBL1X,X,9463294,9741037,protein_coding,7.6537e-05,-1.0894,1.0231e-05,2.76858,2.82845,3.03956,1.20311,1.07663,0.96088,down,11.490088231067471
ENSG00000203668,CHML,1,241628852,241640254,protein_coding,1.09743e-05,-1.08561,1.22775e-06,4.11407,3.55916,4.29997,1.40626,1.44607,1.65141,down,13.610327332027056
ENSG00000164105,SAP30,4,173369968,173377532,protein_coding,0.0361916,-1.08061,0.0104694,7.64091,8.61145,5.90412,3.1695,2.38345,2.79966,down,4.559298562332035
ENSG00000138346,DNA2,10,68414063,68472121,protein_coding,0.0106746,-1.08054,0.00251072,2.92154,2.48562,2.19108,0.952187,1.06142,0.865816,down,5.987185714383141
ENSG00000154814,OXNAD1,3,16265159,16350299,protein_coding,0.0139808,-1.07927,0.00341668,1.70662,2.10594,2.11542,0.602573,0.927177,0.716504,down,5.67908595963442
ENSG00000143942,CHAC2,2,53767803,53775196,protein_coding,2.29586e-07,-1.07748,1.89368e-08,30.2707,30.8718,36.2847,10.6247,13.982,12.3177,down,17.78215871805637
ENSG00000272425,AC009902.3,8,81275398,81277570,lincRNA,0.109673,-1.07742,0.0396734,2.33888,2.53711,2.23647,1.14343,0.963035,0.589169,not significant,3.2270743410451024
ENSG00000132429,POPDC3,6,105157899,105180014,protein_coding,6.19276e-08,-1.07735,4.65239e-09,20.1478,25.1461,25.3658,6.94613,10.19,9.6225,down,19.185884770894226
ENSG00000171848,RRM2,2,10120697,10211725,protein_coding,9.88693e-31,-1.07575,1.42388e-32,56.6989,57.8846,52.1847,22.2405,21.98,19.0435,down,73.32933743603348
ENSG00000269947,AC135178.5,17,8277762,8278436,lincRNA,0.293211,-1.07456,0.138986,3.76858,4.67199,3.60357,1.4739,0.775857,2.27835,not significant,1.9733820703484475
ENSG00000183856,IQGAP3,1,156525404,156572604,protein_coding,5.17597e-05,-1.07388,6.64108e-06,4.39319,5.4987,3.9495,1.94122,1.91326,1.4046,down,11.922235957099698
ENSG00000006634,DBF4,7,87876215,87909553,protein_coding,4.98074e-06,-1.06745,5.22332e-07,8.13085,11.2718,10.1893,3.32949,3.64833,4.27142,down,14.464962435910131
ENSG00000178105,DDX10,11,108665068,108940927,protein_coding,6.56083e-13,-1.06632,2.77448e-14,12.5602,11.7418,11.4228,4.07136,4.46196,5.08981,down,31.21572795966484
ENSG00000189046,ALKBH2,12,109088187,109093631,protein_coding,0.00214857,-1.06499,0.000409854,8.84652,9.27783,8.97185,4.8491,2.62154,2.83622,down,7.799709559244689
ENSG00000180801,ARSJ,4,113900283,113979727,protein_coding,0.000244397,-1.06332,3.70532e-05,4.5801,5.18777,4.92481,1.67259,1.64729,2.27967,down,10.203155840181251
ENSG00000115946,PNO1,2,68157887,68176238,protein_coding,6.88658e-08,-1.06272,5.2294e-09,18.9199,22.2381,21.7868,7.31101,7.8136,8.90408,down,19.068969288204084
ENSG00000185686,PRAME,22,22547700,22559361,protein_coding,0.00181478,-1.06236,0.000338459,4.78376,5.02182,5.16454,2.33868,1.82675,1.55489,down,7.991107595547583
ENSG00000213186,TRIM59,3,160432444,160485773,protein_coding,7.99821e-05,-1.06065,1.07596e-05,2.89008,3.42187,3.2431,1.11127,1.27022,1.27608,down,11.439712178642823
ENSG00000196290,NIF3L1,2,200889326,200903938,protein_coding,3.8093e-06,-1.06036,3.90007e-07,16.9505,16.4582,16.3843,5.85679,6.95313,6.29243,down,14.757101149265846
ENSG00000072201,LNX1,4,53459300,53701405,protein_coding,0.022183,-1.05966,0.00585651,1.76487,1.63137,1.82576,0.771987,0.717125,0.514772,down,5.140201415951321
ENSG00000178409,BEND3,6,107065181,107115269,protein_coding,0.00905333,-1.05253,0.00207278,1.89415,2.03359,1.49948,0.581027,0.764626,0.748458,down,6.178864577547177
ENSG00000148840,PPRC1,10,102132993,102150333,protein_coding,4.54402e-05,-1.05075,5.76182e-06,4.63197,5.32242,5.07194,1.75612,2.23806,1.80974,down,12.064257160942962
ENSG00000121005,CRISPLD1,8,74984504,75034558,protein_coding,6.72628e-22,-1.05015,1.45745e-23,33.5285,38.5575,38.1715,13.9095,15.7349,12.9289,down,52.58276880552631
ENSG00000224174,AL137802.1,1,16520693,16521796,lincRNA,0.101655,-1.04939,0.0359411,14.7585,16.852,18.9815,6.8354,6.39667,6.26141,not significant,3.3258737915285956
ENSG00000183605,SFXN4,10,119140766,119165667,protein_coding,0.0045618,-1.04928,0.000949031,11.8175,9.73607,8.58236,5.55795,4.00357,2.11018,down,6.960069093923694
ENSG00000134769,DTNA,18,34493289,34891844,protein_coding,8.72761e-06,-1.04925,9.58689e-07,2.62038,2.70712,2.85366,1.1743,0.989031,0.99012,down,13.857699110800153
ENSG00000129534,MIS18BP1,14,45203189,45253540,protein_coding,5.7816e-10,-1.04914,3.28138e-11,13.2143,14.4485,13.3841,4.87656,4.76351,6.16524,down,24.1401719573139
ENSG00000100823,APEX1,14,20455190,20457772,protein_coding,0.00193547,-1.04743,0.00036439,76.3438,117.156,97.6728,25.9705,49.1166,37.6611,down,7.91728583532604
ENSG00000157613,CREB3L1,11,46277660,46321422,protein_coding,1.97339e-34,-1.04714,2.37695e-36,110.024,106.836,106.664,41.8976,47.0501,36.4329,down,82.0272451945468
ENSG00000161647,MPP3,17,43800798,43833170,protein_coding,0.124981,-1.04627,0.0464549,2.43842,1.51148,1.29536,0.953675,0.502011,0.573295,not significant,3.069273329511994
ENSG00000176788,BASP1,5,17065597,17276843,protein_coding,2.69871e-30,-1.04477,4.02793e-32,150.792,162.631,169.516,70.1313,62.9901,53.9062,down,72.2894703794557
ENSG00000100526,CDKN3,14,54396848,54420218,protein_coding,3.64872e-27,-1.04312,6.16241e-29,130.446,134.279,139.759,52.8247,50.4551,53.333,down,64.95649976202763
ENSG00000184785,SMIM10,X,134990990,134992473,protein_coding,2.76539e-10,-1.04089,1.52064e-11,42.819,41.0514,45.1296,16.5792,16.5729,16.9128,down,24.909304724062522
ENSG00000172244,C5orf34,5,43486708,43515148,protein_coding,0.00341655,-1.03618,0.000686844,4.97446,7.44649,6.47165,2.38228,2.50805,2.45501,down,7.28340336576299
ENSG00000040275,SPDL1,5,169583635,169604778,protein_coding,2.94434e-13,-1.03561,1.19115e-14,33.1052,37.5864,34.1017,10.9265,15.655,14.308,down,32.061272074889445
ENSG00000105137,SYDE1,19,15107400,15114985,protein_coding,8.66976e-05,-1.03317,1.17197e-05,7.30481,6.22264,6.87604,3.19526,2.44051,2.32434,down,11.354239371412648
ENSG00000180998,GPR137C,14,52552835,52637713,protein_coding,0.012254,-1.03113,0.00292874,3.2972,2.31145,3.0027,0.863535,1.4546,1.06788,down,5.833182982574048
ENSG00000172201,ID4,6,19837369,19842197,protein_coding,5.02104e-10,-1.03089,2.83329e-11,15.084,19.0388,17.1411,6.79716,6.88596,6.34386,down,24.286997442340944
ENSG00000064692,SNCAIP,5,122311353,122464219,protein_coding,2.84808e-07,-1.03025,2.37153e-08,7.34717,8.41447,7.00318,2.50405,3.45737,2.96123,down,17.5571454274755
ENSG00000114346,ECT2,3,172750681,172821474,protein_coding,1.48535e-13,-1.0279,5.87294e-15,19.3307,18.1263,19.9962,6.73245,7.98043,7.81167,down,32.76842103466632
ENSG00000144867,SRPRB,3,133784032,133825772,protein_coding,2.24518e-22,-1.02758,4.71787e-24,57.0801,62.1498,57.3749,21.6707,24.897,22.6868,down,53.71068480529956
ENSG00000152578,GRIA4,11,105609993,105982092,protein_coding,0.0050632,-1.02323,0.00106561,1.72589,1.81088,1.28931,0.500977,0.721739,0.679306,down,6.8442078738377985
ENSG00000179104,TMTC2,12,82686879,83134870,protein_coding,4.38163e-13,-1.02316,1.80703e-14,12.4941,15.1377,13.6915,4.57307,5.65619,5.99796,down,31.64450668834143
ENSG00000137812,KNL1,15,40594019,40664342,protein_coding,3.11589e-07,-1.02036,2.60065e-08,5.7577,5.4823,5.18705,1.89384,1.85726,2.70025,down,17.46491933016972
ENSG00000148773,MKI67,10,128096658,128126423,protein_coding,1.70936e-13,-1.01998,6.79225e-15,12.9438,12.8564,12.6699,4.47254,4.33854,6.27963,down,32.62299413856962
ENSG00000125398,SOX9,17,72121019,72126420,protein_coding,3.38038e-09,-1.0198,2.07567e-10,15.7501,17.1384,15.2251,5.17533,7.17614,6.63415,down,22.29556693680979
ENSG00000071539,TRIP13,5,892883,919357,protein_coding,3.77016e-08,-1.01978,2.74938e-09,19.4297,21.4319,19.9982,7.51985,9.3752,7.13763,down,19.711890405232083
ENSG00000105447,GRWD1,19,48445772,48457022,protein_coding,5.96085e-09,-1.01882,3.82263e-10,10.5321,9.46768,10.4149,4.05674,4.13011,3.81307,down,21.684912262541364
ENSG00000171320,ESCO2,8,27771948,27812640,protein_coding,0.0143301,-1.01685,0.00352061,2.5784,3.09738,2.73945,0.762178,1.29621,1.2688,down,5.649121008931509
ENSG00000139508,SLC46A3,13,28700063,28718970,protein_coding,0.013226,-1.01653,0.00319915,3.84619,4.13244,3.35087,2.03075,1.10857,1.31766,down,5.744870129461025
ENSG00000154143,PANX3,11,124611489,124620356,protein_coding,7.91083e-31,-1.01604,1.13411e-32,184.064,211.093,208.836,84.4727,84.5405,69.7028,down,73.5568747734446
ENSG00000065183,WDR3,1,117929719,117966543,protein_coding,7.65821e-12,-1.01574,3.61454e-13,7.34386,7.56106,7.90909,2.96533,3.19928,2.85383,down,28.648641608988054
ENSG00000186480,INSIG1,7,155297775,155310235,protein_coding,3.05092e-05,-1.01486,3.74275e-06,9.92133,11.4997,8.48425,3.78563,4.40063,3.65738,down,12.495689922616465
ENSG00000197008,ZNF138,7,64794387,64833681,protein_coding,0.0119299,-1.01313,0.00283752,4.5453,3.8671,4.73452,1.30712,1.83483,2.06544,down,5.864824847741306
ENSG00000164687,FABP5,8,81280535,81284777,protein_coding,2.8293600000000004e-18,-1.01272,7.482729999999999e-20,118.76,128.756,125.938,45.2554,50.6659,51.8695,down,44.039104161219036
ENSG00000170374,AC073611.1,12,53326574,53345315,protein_coding,6.28601e-17,-1.00712,1.85585e-18,39.4581,36.0368,38.4159,14.0826,16.4477,14.8149,down,40.82818886176036
ENSG00000064042,LIMCH1,4,41359606,41700044,protein_coding,3.79385e-41,-1.00693,3.42728e-43,39.1589,40.1158,40.4775,16.0809,16.9819,14.5863,down,97.77939205507471
ENSG00000010818,HIVEP2,6,142751468,142956698,protein_coding,1.17858e-07,-1.00613,9.27373e-09,4.44197,4.94396,5.21483,1.82365,1.81888,2.15134,down,18.49608016505202
ENSG00000165490,DDIAS,11,82899974,82958277,protein_coding,3.9502e-05,-1.00491,4.9287e-06,5.78813,5.1326,5.99592,2.31092,2.18466,2.23567,down,12.220435296366011
